frame,xmin,xmax,ymin,ymax,class_id
1479505408442591840.jpg,111,130,145,154,1
1479505408442591840.jpg,196,215,142,156,1
1479505408442591840.jpg,210,229,134,149,2
1479505408442591840.jpg,246,261,136,148,2
1479505408442591840.jpg,300,309,138,148,1
1479505408442591840.jpg,330,350,134,152,2
1479505409440904542.jpg,1,19,137,161,1
1479505409440904542.jpg,39,72,141,159,1
1479505409440904542.jpg,90,114,137,150,1
1479505409440904542.jpg,134,176,135,163,1
1479505409440904542.jpg,201,226,127,147,2
1479505409440904542.jpg,245,261,131,145,2
1479505409440904542.jpg,304,313,136,146,1
1479505409440904542.jpg,339,363,130,149,2
1479505409440904542.jpg,437,475,136,146,1
1479505409940960327.jpg,0,30,143,164,1
1479505409940960327.jpg,20,106,133,187,1
1479505409940960327.jpg,123,133,137,156,3
1479505409940960327.jpg,192,217,129,148,2
1479505409940960327.jpg,237,258,132,147,2
1479505409940960327.jpg,301,310,137,146,1
1479505409940960327.jpg,338,362,131,151,2
1479505409940960327.jpg,449,478,137,149,1
1479505409940960327.jpg,461,470,134,153,3
1479505410441149614.jpg,8,55,133,157,2
1479505410441149614.jpg,52,74,145,156,1
1479505410441149614.jpg,90,99,142,163,3
1479505410441149614.jpg,174,206,133,153,2
1479505410441149614.jpg,226,246,134,153,2
1479505410441149614.jpg,291,301,141,150,1
1479505410441149614.jpg,333,356,136,155,2
1479505410441149614.jpg,452,479,140,153,1
1479505410441149614.jpg,468,478,138,158,3
1479505411419851894.jpg,0,24,139,155,1
1479505411419851894.jpg,133,172,125,151,2
1479505411419851894.jpg,190,204,136,146,1
1479505411419851894.jpg,202,226,126,149,2
1479505411419851894.jpg,241,249,137,145,1
1479505411419851894.jpg,274,286,135,144,1
1479505411419851894.jpg,325,348,130,151,2
1479505411419851894.jpg,457,479,135,151,1
1479505411419851894.jpg,465,479,139,150,1
1479505411940508952.jpg,112,164,124,156,2
1479505411940508952.jpg,172,183,139,148,1
1479505411940508952.jpg,178,192,138,147,1
1479505411940508952.jpg,190,219,126,152,2
1479505411940508952.jpg,235,245,139,148,2
1479505411940508952.jpg,270,280,137,146,1
1479505411940508952.jpg,324,352,127,152,2
1479505411940508952.jpg,467,479,140,151,1
1479505412440714547.jpg,101,153,125,158,2
1479505412440714547.jpg,151,168,132,149,2
1479505412440714547.jpg,167,181,138,147,1
1479505412440714547.jpg,180,216,126,151,2
1479505412440714547.jpg,232,241,139,148,1
1479505412440714547.jpg,266,276,138,147,1
1479505412440714547.jpg,287,297,137,146,1
1479505412440714547.jpg,324,352,129,154,2
1479505413422817769.jpg,18,121,117,161,2
1479505413422817769.jpg,128,153,131,148,2
1479505413422817769.jpg,140,156,137,149,1
1479505413422817769.jpg,153,203,122,156,2
1479505413422817769.jpg,197,206,137,151,1
1479505413422817769.jpg,208,216,139,148,1
1479505413422817769.jpg,215,224,138,147,1
1479505413422817769.jpg,224,233,138,147,1
1479505413422817769.jpg,260,270,136,146,1
1479505413422817769.jpg,284,294,136,145,1
1479505413422817769.jpg,329,355,128,152,2
1479505413942512020.jpg,0,107,111,171,2
1479505413942512020.jpg,118,139,130,151,2
1479505413942512020.jpg,122,142,137,153,1
1479505413942512020.jpg,135,193,121,157,2
1479505413942512020.jpg,190,201,139,151,1
1479505413942512020.jpg,197,206,139,148,1
1479505413942512020.jpg,201,211,138,147,1
1479505413942512020.jpg,211,220,136,146,1
1479505413942512020.jpg,219,229,137,147,1
1479505413942512020.jpg,258,267,136,146,1
1479505413942512020.jpg,283,292,135,144,1
1479505413942512020.jpg,331,356,128,151,2
1479505414940767651.jpg,0,46,122,162,2
1479505414940767651.jpg,79,93,143,158,1
1479505414940767651.jpg,91,179,112,169,2
1479505414940767651.jpg,177,191,139,153,1
1479505414940767651.jpg,189,201,138,150,1
1479505414940767651.jpg,197,206,139,148,1
1479505414940767651.jpg,207,216,137,146,1
1479505414940767651.jpg,215,225,139,148,1
1479505414940767651.jpg,249,258,132,145,2
1479505414940767651.jpg,255,265,137,145,1
1479505414940767651.jpg,282,294,134,144,1
1479505414940767651.jpg,330,341,136,148,1
1479505414940767651.jpg,340,365,127,152,2
1479505415940448950.jpg,11,157,96,189,2
1479505415940448950.jpg,159,181,138,158,1
1479505415940448950.jpg,179,193,139,152,1
1479505415940448950.jpg,192,204,139,150,1
1479505415940448950.jpg,204,213,139,148,1
1479505415940448950.jpg,210,226,138,150,1
1479505415940448950.jpg,256,265,137,146,1
1479505415940448950.jpg,286,297,135,146,1
1479505415940448950.jpg,344,377,126,153,2
1479505416440958826.jpg,0,149,76,201,2
1479505416440958826.jpg,147,174,137,156,1
1479505416440958826.jpg,173,192,138,151,1
1479505416440958826.jpg,188,201,139,149,1
1479505416440958826.jpg,201,211,136,146,1
1479505416440958826.jpg,208,223,137,149,1
1479505416440958826.jpg,245,254,133,142,2
1479505416440958826.jpg,255,264,135,144,1
1479505416440958826.jpg,286,297,133,144,1
1479505416440958826.jpg,339,353,135,150,1
1479505416440958826.jpg,347,378,128,152,2
1479505417440855375.jpg,0,110,91,197,2
1479505417440855375.jpg,108,123,135,153,1
1479505417440855375.jpg,116,158,134,160,1
1479505417440855375.jpg,155,166,136,149,1
1479505417440855375.jpg,161,183,136,151,1
1479505417440855375.jpg,181,195,136,148,1
1479505417440855375.jpg,194,207,133,145,1
1479505417440855375.jpg,203,218,135,148,1
1479505417440855375.jpg,217,226,135,145,1
1479505417440855375.jpg,242,251,131,140,2
1479505417440855375.jpg,254,263,134,143,1
1479505417440855375.jpg,286,298,132,142,1
1479505417440855375.jpg,341,351,135,146,1
1479505417440855375.jpg,348,380,125,149,2
1479505417440855375.jpg,369,433,120,159,1
1479505417940868385.jpg,0,83,79,197,2
1479505417940868385.jpg,95,111,137,153,1
1479505417940868385.jpg,100,148,135,163,1
1479505417940868385.jpg,140,150,135,143,1
1479505417940868385.jpg,145,158,138,149,1
1479505417940868385.jpg,154,179,135,153,1
1479505417940868385.jpg,178,193,136,149,1
1479505417940868385.jpg,192,205,133,146,1
1479505417940868385.jpg,202,218,135,149,1
1479505417940868385.jpg,216,226,135,145,1
1479505417940868385.jpg,241,250,131,140,2
1479505417940868385.jpg,287,297,133,142,1
1479505417940868385.jpg,338,385,124,154,1
1479505418920573181.jpg,0,47,118,163,2
1479505418920573181.jpg,49,121,133,173,1
1479505418920573181.jpg,119,144,138,156,1
1479505418920573181.jpg,140,171,137,157,1
1479505418920573181.jpg,169,189,136,153,1
1479505418920573181.jpg,186,201,135,149,1
1479505418920573181.jpg,200,218,137,152,1
1479505418920573181.jpg,214,225,138,148,1
1479505418920573181.jpg,251,260,135,145,1
1479505418920573181.jpg,306,334,131,153,1
1479505418920573181.jpg,345,375,128,153,2
1479505419443065482.jpg,0,36,120,163,2
1479505419443065482.jpg,8,35,142,169,1
1479505419443065482.jpg,12,101,134,181,1
1479505419443065482.jpg,100,133,139,159,1
1479505419443065482.jpg,123,138,137,146,1
1479505419443065482.jpg,132,164,137,161,1
1479505419443065482.jpg,162,184,138,155,1
1479505419443065482.jpg,181,199,134,149,1
1479505419443065482.jpg,199,217,138,153,1
1479505419443065482.jpg,213,224,137,149,1
1479505419443065482.jpg,240,249,134,143,2
1479505419443065482.jpg,287,297,134,144,1
1479505419443065482.jpg,298,321,131,150,1
1479505419443065482.jpg,342,374,129,153,2
1479505420442718495.jpg,0,32,133,192,1
1479505420442718495.jpg,36,59,141,161,1
1479505420442718495.jpg,42,96,137,166,1
1479505420442718495.jpg,106,151,136,164,1
1479505420442718495.jpg,107,119,137,148,1
1479505420442718495.jpg,149,177,136,156,1
1479505420442718495.jpg,174,194,134,151,1
1479505420442718495.jpg,194,204,137,146,1
1479505420442718495.jpg,199,217,137,152,1
1479505420442718495.jpg,215,224,137,150,1
1479505420442718495.jpg,288,304,134,149,1
1479505420442718495.jpg,342,372,128,152,2
1479505420943078584.jpg,0,64,139,174,1
1479505420943078584.jpg,49,64,140,155,1
1479505420943078584.jpg,89,143,135,166,1
1479505420943078584.jpg,141,171,136,157,1
1479505420943078584.jpg,171,191,135,151,1
1479505420943078584.jpg,187,197,138,147,1
1479505420943078584.jpg,193,202,137,146,1
1479505420943078584.jpg,200,218,137,153,1
1479505420943078584.jpg,214,223,138,149,1
1479505420943078584.jpg,284,299,133,147,1
1479505420943078584.jpg,342,365,130,151,2
1479505420943078584.jpg,343,477,115,202,1
1479505421943278267.jpg,0,15,139,164,1
1479505421943278267.jpg,32,111,134,178,1
1479505421943278267.jpg,119,160,135,162,1
1479505421943278267.jpg,157,184,133,155,1
1479505421943278267.jpg,181,190,138,148,1
1479505421943278267.jpg,190,199,137,147,1
1479505421943278267.jpg,200,218,138,153,1
1479505421943278267.jpg,213,223,138,149,1
1479505421943278267.jpg,278,288,135,146,1
1479505421943278267.jpg,280,326,130,165,1
1479505421943278267.jpg,341,372,129,152,2
1479505422933579434.jpg,0,51,131,193,1
1479505422933579434.jpg,38,79,137,159,1
1479505422933579434.jpg,84,139,133,169,1
1479505422933579434.jpg,132,147,135,152,1
1479505422933579434.jpg,141,174,132,157,1
1479505422933579434.jpg,171,183,137,149,1
1479505422933579434.jpg,185,196,138,147,1
1479505422933579434.jpg,192,204,138,149,1
1479505422933579434.jpg,199,217,137,152,1
1479505422933579434.jpg,214,221,138,150,1
1479505422933579434.jpg,264,290,135,155,1
1479505422933579434.jpg,287,298,135,144,1
1479505422933579434.jpg,342,372,129,153,2
1479505423443208984.jpg,0,56,137,162,1
1479505423443208984.jpg,60,124,132,172,1
1479505423443208984.jpg,116,139,135,154,1
1479505423443208984.jpg,131,167,132,159,1
1479505423443208984.jpg,165,179,138,149,1
1479505423443208984.jpg,183,192,137,147,1
1479505423443208984.jpg,187,201,139,149,1
1479505423443208984.jpg,200,218,137,152,1
1479505423443208984.jpg,212,221,137,150,1
1479505423443208984.jpg,258,281,135,153,1
1479505423443208984.jpg,287,297,135,144,1
1479505423443208984.jpg,341,372,129,153,2
1479505424440882051.jpg,0,77,130,189,1
1479505424440882051.jpg,70,110,133,160,1
1479505424440882051.jpg,103,153,129,164,1
1479505424440882051.jpg,152,168,137,151,1
1479505424440882051.jpg,167,178,137,146,1
1479505424440882051.jpg,172,191,138,152,1
1479505424440882051.jpg,199,220,137,152,1
1479505424440882051.jpg,212,222,137,150,1
1479505424440882051.jpg,217,227,137,146,1
1479505424440882051.jpg,253,269,136,149,1
1479505424440882051.jpg,267,276,135,145,1
1479505424440882051.jpg,287,297,136,145,1
1479505424440882051.jpg,341,372,129,152,2
1479505424941046179.jpg,0,35,134,189,1
1479505424941046179.jpg,27,85,132,166,1
1479505424941046179.jpg,81,141,127,169,1
1479505424941046179.jpg,140,161,137,153,1
1479505424941046179.jpg,164,184,139,154,1
1479505424941046179.jpg,185,193,137,146,1
1479505424941046179.jpg,200,217,136,154,1
1479505424941046179.jpg,216,227,137,146,1
1479505424941046179.jpg,251,266,136,149,1
1479505424941046179.jpg,267,277,134,143,1
1479505424941046179.jpg,287,297,135,145,1
1479505424941046179.jpg,343,371,130,150,2
1479505425446405482.jpg,0,45,129,172,1
1479505425446405482.jpg,53,127,123,174,1
1479505425446405482.jpg,127,154,135,154,1
1479505425446405482.jpg,151,175,137,156,1
1479505425446405482.jpg,171,184,137,149,1
1479505425446405482.jpg,182,191,137,146,1
1479505425446405482.jpg,199,218,137,153,1
1479505425446405482.jpg,212,221,138,151,1
1479505425446405482.jpg,218,228,137,146,1
1479505425446405482.jpg,249,263,135,148,1
1479505425446405482.jpg,287,297,135,145,1
1479505425446405482.jpg,343,371,126,152,2
1479505425446405482.jpg,443,479,134,179,1
1479505426441009588.jpg,0,84,116,192,1
1479505426441009588.jpg,93,125,134,159,1
1479505426441009588.jpg,112,152,138,162,1
1479505426441009588.jpg,157,175,136,150,1
1479505426441009588.jpg,174,185,137,147,1
1479505426441009588.jpg,199,218,136,152,1
1479505426441009588.jpg,212,221,138,150,1
1479505426441009588.jpg,219,228,136,145,1
1479505426441009588.jpg,248,258,137,146,1
1479505426441009588.jpg,260,269,134,143,1
1479505426441009588.jpg,286,297,134,145,1
1479505426441009588.jpg,342,372,129,151,2
1479505426441009588.jpg,359,415,133,166,1
1479505426941049768.jpg,1,41,125,191,1
1479505426941049768.jpg,64,105,134,162,1
1479505426941049768.jpg,83,134,136,167,1
1479505426941049768.jpg,151,171,137,152,1
1479505426941049768.jpg,170,182,138,147,1
1479505426941049768.jpg,199,220,138,152,1
1479505426941049768.jpg,212,222,137,151,1
1479505426941049768.jpg,218,229,137,146,1
1479505426941049768.jpg,247,256,137,146,1
1479505426941049768.jpg,286,298,134,145,1
1479505426941049768.jpg,337,380,136,159,1
1479505426941049768.jpg,345,372,129,139,2
1479505427941666194.jpg,0,32,133,154,1
1479505427941666194.jpg,0,83,137,183,1
1479505427941666194.jpg,132,156,136,154,1
1479505427941666194.jpg,161,172,137,148,1
1479505427941666194.jpg,200,218,137,153,1
1479505427941666194.jpg,213,223,137,151,1
1479505427941666194.jpg,217,227,137,146,1
1479505427941666194.jpg,245,254,136,145,1
1479505427941666194.jpg,287,296,135,145,1
1479505427941666194.jpg,310,340,137,155,1
1479505427941666194.jpg,341,373,129,152,2
1479505427941666194.jpg,473,479,140,157,1
1479505428941041333.jpg,101,135,135,159,1
1479505428941041333.jpg,148,166,137,150,1
1479505428941041333.jpg,199,218,137,153,1
1479505428941041333.jpg,212,221,137,151,1
1479505428941041333.jpg,216,226,137,148,1
1479505428941041333.jpg,244,253,136,145,1
1479505428941041333.jpg,286,299,134,144,1
1479505428941041333.jpg,294,317,137,152,1
1479505428941041333.jpg,340,373,128,152,2
1479505428941041333.jpg,437,479,131,157,1
1479505429443576388.jpg,76,118,133,161,1
1479505429443576388.jpg,143,159,137,150,1
1479505429443576388.jpg,199,218,137,152,1
1479505429443576388.jpg,212,222,138,151,1
1479505429443576388.jpg,216,225,137,148,1
1479505429443576388.jpg,244,253,136,145,1
1479505429443576388.jpg,289,307,137,150,1
1479505429443576388.jpg,343,372,129,152,2
1479505429443576388.jpg,413,479,132,157,1
1479505430442414711.jpg,0,67,131,171,1
1479505430442414711.jpg,129,148,138,151,1
1479505430442414711.jpg,199,217,137,152,1
1479505430442414711.jpg,212,221,137,150,1
1479505430442414711.jpg,212,225,136,148,1
1479505430442414711.jpg,243,252,137,145,1
1479505430442414711.jpg,279,295,138,148,1
1479505430442414711.jpg,342,366,130,151,2
1479505430442414711.jpg,368,432,132,156,1
1479505431423337587.jpg,112,136,137,153,1
1479505431423337587.jpg,200,218,136,152,1
1479505431423337587.jpg,211,224,136,148,1
1479505431423337587.jpg,212,221,137,151,1
1479505431423337587.jpg,274,285,137,148,1
1479505431423337587.jpg,286,296,134,144,1
1479505431423337587.jpg,335,380,135,154,1
1479505431942424203.jpg,105,130,137,154,1
1479505431942424203.jpg,199,218,136,153,1
1479505431942424203.jpg,210,224,135,148,1
1479505431942424203.jpg,212,222,137,151,1
1479505431942424203.jpg,271,283,138,147,1
1479505431942424203.jpg,286,298,134,145,1
1479505431942424203.jpg,323,361,134,154,1
1479505431942424203.jpg,348,371,129,152,2
1479505431942424203.jpg,358,368,136,153,3
1479505432442701004.jpg,93,123,136,155,1
1479505432442701004.jpg,200,218,137,152,1
1479505432442701004.jpg,209,223,135,148,1
1479505432442701004.jpg,212,221,136,150,1
1479505432442701004.jpg,268,279,137,147,1
1479505432442701004.jpg,286,297,134,144,1
1479505432442701004.jpg,311,344,134,153,1
1479505432442701004.jpg,340,349,134,151,3
1479505432442701004.jpg,344,372,128,153,2
1479505432442701004.jpg,358,368,135,153,3
1479505433443925001.jpg,70,106,135,156,1
1479505433443925001.jpg,198,218,137,152,1
1479505433443925001.jpg,209,223,135,149,1
1479505433443925001.jpg,211,220,137,150,1
1479505433443925001.jpg,266,275,137,147,1
1479505433443925001.jpg,286,297,135,145,1
1479505433443925001.jpg,296,319,135,152,1
1479505433443925001.jpg,339,350,132,153,3
1479505433443925001.jpg,343,371,128,153,2
1479505433443925001.jpg,361,370,135,152,3
1479505434424292299.jpg,42,87,136,159,1
1479505434424292299.jpg,199,218,137,153,1
1479505434424292299.jpg,209,222,135,150,1
1479505434424292299.jpg,213,222,138,150,1
1479505434424292299.jpg,261,273,137,146,1
1479505434424292299.jpg,287,306,134,150,1
1479505434424292299.jpg,341,373,130,153,2
1479505434424292299.jpg,343,352,133,153,3
1479505434424292299.jpg,448,479,131,158,1
1479505434930787089.jpg,24,77,138,161,1
1479505434930787089.jpg,200,218,137,152,1
1479505434930787089.jpg,209,222,135,150,1
1479505434930787089.jpg,261,270,137,146,1
1479505434930787089.jpg,283,302,134,150,1
1479505434930787089.jpg,341,374,129,152,2
1479505434930787089.jpg,345,355,133,153,3
1479505434930787089.jpg,414,479,131,157,1
1479505435444499941.jpg,0,63,134,162,1
1479505435444499941.jpg,198,217,136,153,1
1479505435444499941.jpg,209,222,135,150,1
1479505435444499941.jpg,259,269,137,146,1
1479505435444499941.jpg,281,297,135,148,1
1479505435444499941.jpg,340,381,127,152,2
1479505435444499941.jpg,348,357,132,154,3
1479505435444499941.jpg,385,453,131,159,1
1479505436444379205.jpg,0,12,137,158,1
1479505436444379205.jpg,192,201,139,148,1
1479505436444379205.jpg,198,217,137,153,1
1479505436444379205.jpg,209,222,135,149,1
1479505436444379205.jpg,213,221,137,151,1
1479505436444379205.jpg,258,267,136,146,1
1479505436444379205.jpg,275,288,136,147,1
1479505436444379205.jpg,288,297,135,145,1
1479505436444379205.jpg,337,388,133,155,1
1479505436444379205.jpg,345,361,128,141,2
1479505437444617110.jpg,182,197,139,150,1
1479505437444617110.jpg,199,220,138,154,1
1479505437444617110.jpg,210,223,135,149,1
1479505437444617110.jpg,256,264,137,144,1
1479505437444617110.jpg,270,282,136,147,1
1479505437444617110.jpg,286,298,134,145,1
1479505437444617110.jpg,305,340,135,153,1
1479505437444617110.jpg,342,378,129,153,2
1479505437444617110.jpg,359,369,136,153,3
1479505437944694326.jpg,176,193,139,150,1
1479505437944694326.jpg,202,228,136,155,1
1479505437944694326.jpg,267,279,137,146,1
1479505437944694326.jpg,286,297,134,144,1
1479505437944694326.jpg,296,323,135,152,1
1479505437944694326.jpg,343,367,129,151,2
1479505438445348216.jpg,168,186,140,153,1
1479505438445348216.jpg,199,216,137,153,1
1479505438445348216.jpg,209,244,137,156,1
1479505438445348216.jpg,266,276,137,146,1
1479505438445348216.jpg,289,313,135,151,1
1479505438445348216.jpg,342,372,128,151,2
1479505438445348216.jpg,361,370,133,153,3
1479505439425100647.jpg,150,175,140,154,1
1479505439425100647.jpg,197,219,137,154,1
1479505439425100647.jpg,208,222,135,150,1
1479505439425100647.jpg,250,309,134,159,1
1479505439425100647.jpg,341,372,127,152,2
1479505439425100647.jpg,359,369,136,153,3
1479505439938478488.jpg,137,164,139,158,1
1479505439938478488.jpg,197,223,136,155,1
1479505439938478488.jpg,261,270,136,146,1
1479505439938478488.jpg,278,292,135,148,1
1479505439938478488.jpg,292,364,136,160,1
1479505439938478488.jpg,346,364,130,148,2
1479505440944409625.jpg,90,133,137,165,1
1479505440944409625.jpg,201,216,134,151,1
1479505440944409625.jpg,209,248,136,156,1
1479505440944409625.jpg,258,268,137,145,1
1479505440944409625.jpg,270,286,136,148,1
1479505440944409625.jpg,287,297,135,144,1
1479505440944409625.jpg,341,371,130,152,2
1479505440944409625.jpg,436,479,134,166,1
1479505441444458909.jpg,44,105,137,171,1
1479505441444458909.jpg,200,221,134,153,1
1479505441444458909.jpg,226,278,135,158,1
1479505441444458909.jpg,270,281,137,147,1
1479505441444458909.jpg,287,298,135,145,1
1479505441444458909.jpg,342,374,128,153,2
1479505442442152918.jpg,199,225,133,154,1
1479505442442152918.jpg,255,264,136,146,1
1479505442442152918.jpg,264,274,136,146,1
1479505442442152918.jpg,286,297,134,145,1
1479505442442152918.jpg,303,386,134,164,1
1479505442442152918.jpg,349,363,130,140,2
1479505442942458234.jpg,199,209,137,152,1
1479505442942458234.jpg,203,234,132,155,1
1479505442942458234.jpg,263,274,136,145,1
1479505442942458234.jpg,287,297,135,145,1
1479505442942458234.jpg,342,372,130,154,2
1479505442942458234.jpg,369,476,133,164,1
1479505443443158974.jpg,199,215,137,153,1
1479505443443158974.jpg,213,250,134,157,1
1479505443443158974.jpg,253,262,136,146,1
1479505443443158974.jpg,261,272,136,146,1
1479505443443158974.jpg,286,297,134,145,1
1479505443443158974.jpg,341,373,129,152,2
1479505443443158974.jpg,465,479,138,165,1
1479505443943322614.jpg,198,217,136,152,1
1479505443943322614.jpg,227,276,133,158,1
1479505443943322614.jpg,286,298,134,144,1
1479505443943322614.jpg,342,370,128,151,2
1479505444942271970.jpg,203,231,136,155,1
1479505444942271970.jpg,258,267,137,145,1
1479505444942271970.jpg,286,296,135,144,1
1479505444942271970.jpg,291,366,130,160,1
1479505444942271970.jpg,345,373,129,153,2
1479505444942271970.jpg,371,380,135,152,3
1479505445444836892.jpg,211,245,136,156,1
1479505445444836892.jpg,256,265,136,145,1
1479505445444836892.jpg,286,297,135,144,1
1479505445444836892.jpg,342,360,130,151,2
1479505445444836892.jpg,347,436,131,162,1
1479505446442551228.jpg,246,298,134,158,1
1479505446442551228.jpg,342,371,129,152,1
1479505446942741217.jpg,254,261,137,144,1
1479505446942741217.jpg,278,340,133,159,1
1479505446942741217.jpg,341,372,128,153,1
1479505447442897334.jpg,252,261,136,145,1
1479505447442897334.jpg,287,296,135,145,1
1479505447442897334.jpg,321,395,133,162,1
1479505448443047918.jpg,251,258,136,144,1
1479505448443047918.jpg,286,296,135,145,1
1479505448443047918.jpg,342,374,129,153,2
1479505448443047918.jpg,394,404,131,152,3
1479505448443047918.jpg,455,479,134,163,1
1479505449442910742.jpg,250,257,136,144,1
1479505449442910742.jpg,287,298,134,145,1
1479505449442910742.jpg,341,372,130,152,2
1479505449442910742.jpg,399,408,130,153,3
1479505450442827553.jpg,212,222,139,148,1
1479505450442827553.jpg,286,297,138,148,1
1479505450442827553.jpg,341,372,133,155,2
1479505450442827553.jpg,360,369,140,155,3
1479505450442827553.jpg,407,416,134,157,3
1479505451442992947.jpg,211,221,145,154,1
1479505451442992947.jpg,286,299,143,153,1
1479505451442992947.jpg,343,376,137,161,2
1479505451442992947.jpg,365,375,144,162,3
1479505451442992947.jpg,419,428,138,163,3
1479505452424435078.jpg,217,225,148,155,1
1479505452424435078.jpg,292,304,145,156,1
1479505452424435078.jpg,357,393,137,165,2
1479505452424435078.jpg,388,397,147,166,3
1479505452424435078.jpg,448,460,143,167,3
1479505452943115293.jpg,238,248,145,155,1
1479505452943115293.jpg,315,326,143,153,1
1479505452943115293.jpg,384,418,136,164,2
1479505452943115293.jpg,419,433,145,165,3
1479505453443295966.jpg,289,298,144,153,1
1479505453443295966.jpg,366,379,140,151,1
1479505453443295966.jpg,448,479,132,162,2
1479505454443395224.jpg,447,458,143,152,1
1479505455424886355.jpg,34,56,131,144,1
1479505455943572747.jpg,122,143,131,146,1
1479505456943127182.jpg,59,100,129,148,2
1479505456943127182.jpg,116,125,133,152,3
1479505456943127182.jpg,138,159,137,152,1
1479505456943127182.jpg,313,336,131,145,1
1479505457443480402.jpg,0,9,141,176,1
1479505457443480402.jpg,75,84,146,155,1
1479505457443480402.jpg,136,172,135,155,2
1479505457443480402.jpg,196,205,138,159,3
1479505457443480402.jpg,218,241,142,158,1
1479505457443480402.jpg,417,442,134,150,1
1479505458441547049.jpg,0,70,132,195,1
1479505458441547049.jpg,245,282,131,152,2
1479505458441547049.jpg,333,343,133,159,3
1479505458441547049.jpg,353,386,139,159,1
1479505458943689090.jpg,0,14,151,210,1
1479505458943689090.jpg,180,190,149,156,1
1479505458943689090.jpg,194,203,147,157,1
1479505458943689090.jpg,251,283,138,157,2
1479505458943689090.jpg,358,372,138,168,3
1479505458943689090.jpg,368,401,144,163,1
1479505458943689090.jpg,376,420,144,166,1
1479505459443909190.jpg,179,189,148,157,1
1479505459443909190.jpg,188,198,147,157,1
1479505459443909190.jpg,250,276,137,157,2
1479505459443909190.jpg,377,425,144,166,1
1479505459443909190.jpg,385,400,135,173,3
1479505459443909190.jpg,400,457,143,169,1
1479505459944056297.jpg,180,190,145,153,1
1479505459944056297.jpg,202,211,144,152,1
1479505459944056297.jpg,247,273,134,155,2
1479505459944056297.jpg,398,455,138,166,1
1479505459944056297.jpg,416,478,140,171,1
1479505459944056297.jpg,427,447,126,172,3
1479505460943538879.jpg,155,172,150,160,1
1479505460943538879.jpg,169,180,149,159,1
1479505460943538879.jpg,244,263,137,158,2
1479505461445014419.jpg,139,160,147,161,1
1479505461445014419.jpg,163,176,148,157,1
1479505461445014419.jpg,242,262,134,156,2
1479505462443366092.jpg,74,114,145,165,1
1479505462443366092.jpg,154,172,146,156,1
1479505462443366092.jpg,243,260,134,156,2
1479505462943638393.jpg,8,67,144,175,1
1479505462943638393.jpg,152,167,146,157,1
1479505462943638393.jpg,200,208,145,152,1
1479505462943638393.jpg,245,261,133,155,2
1479505463444481082.jpg,147,164,145,157,1
1479505463444481082.jpg,246,264,132,154,2
1479505464423366130.jpg,248,265,133,155,2
1479505465446283767.jpg,104,129,145,163,1
1479505465446283767.jpg,191,200,144,153,1
1479505465446283767.jpg,243,261,132,155,2
1479505466446165111.jpg,69,100,143,164,1
1479505466446165111.jpg,186,195,142,152,1
1479505466446165111.jpg,243,260,132,153,2
1479505467423234981.jpg,21,66,144,171,1
1479505467423234981.jpg,95,106,143,153,1
1479505467423234981.jpg,192,203,144,153,1
1479505467423234981.jpg,255,273,132,155,2
1479505467946388039.jpg,0,35,144,176,1
1479505467946388039.jpg,82,101,142,151,1
1479505467946388039.jpg,200,208,142,150,1
1479505467946388039.jpg,265,282,130,153,2
1479505468946608373.jpg,61,94,139,151,1
1479505468946608373.jpg,203,213,141,150,1
1479505468946608373.jpg,276,292,129,152,2
1479505469943839841.jpg,9,51,139,152,1
1479505469943839841.jpg,184,196,141,152,1
1479505469943839841.jpg,265,284,131,153,2
1479505470444111453.jpg,0,15,139,154,1
1479505470444111453.jpg,170,187,143,154,1
1479505470444111453.jpg,187,197,145,152,1
1479505470444111453.jpg,258,278,132,155,2
1479505471424754339.jpg,147,166,142,155,1
1479505471424754339.jpg,169,179,144,153,1
1479505471424754339.jpg,180,190,143,153,1
1479505471424754339.jpg,195,204,142,151,1
1479505471424754339.jpg,246,266,132,156,2
1479505471946168508.jpg,141,160,139,154,1
1479505471946168508.jpg,162,175,144,153,1
1479505471946168508.jpg,176,187,142,152,1
1479505471946168508.jpg,192,201,140,150,1
1479505471946168508.jpg,247,264,130,153,2
1479505472944678487.jpg,120,149,142,159,1
1479505472944678487.jpg,154,170,145,157,1
1479505472944678487.jpg,174,186,145,154,1
1479505472944678487.jpg,193,203,143,152,1
1479505472944678487.jpg,251,270,132,155,2
1479505473944449390.jpg,95,131,142,162,1
1479505473944449390.jpg,145,164,145,158,1
1479505473944449390.jpg,172,186,145,155,1
1479505473944449390.jpg,197,207,142,150,1
1479505473944449390.jpg,258,277,132,154,2
1479505474446513984.jpg,69,114,144,169,1
1479505474446513984.jpg,135,155,149,163,1
1479505474446513984.jpg,168,177,149,159,1
1479505474446513984.jpg,193,203,147,155,1
1479505474446513984.jpg,257,277,134,159,2
1479505475444443443.jpg,0,54,134,172,1
1479505475444443443.jpg,100,127,142,160,1
1479505475444443443.jpg,149,165,142,154,1
1479505475444443443.jpg,185,195,140,149,1
1479505475444443443.jpg,253,273,127,151,2
1479505475944685084.jpg,74,109,143,161,1
1479505475944685084.jpg,137,154,141,154,1
1479505475944685084.jpg,253,270,126,149,2
1479505476445760863.jpg,42,85,143,166,1
1479505476445760863.jpg,125,147,143,158,1
1479505476445760863.jpg,173,187,140,151,1
1479505476445760863.jpg,252,271,128,152,2
